age;job;education;marital;default;balance;housing;loan;previous;y
30;admin.;secondary;single;no;46;yes;no;0;no
30;student;tertiary;married;no;34;yes;no;0;no
47;self-employed;unknown;married;no;935;yes;no;0;no
33;blue-collar;secondary;married;no;-10;yes;no;0;no
36;admin.;secondary;married;no;-106;yes;no;0;no
39;services;primary;married;no;471;yes;no;0;no
56;admin.;secondary;single;no;778;yes;no;0;no
39;blue-collar;unknown;married;no;170;yes;no;0;no
42;technician;secondary;married;no;315;yes;no;0;no
52;blue-collar;secondary;married;no;3165;no;no;0;no
36;admin.;secondary;married;no;131;yes;no;0;yes
35;entrepreneur;secondary;married;yes;204;yes;no;0;no
47;technician;secondary;single;no;83;yes;no;0;no
59;services;secondary;married;no;0;yes;yes;0;no
57;blue-collar;primary;married;no;5431;yes;yes;0;no
38;management;unknown;married;no;1759;yes;no;0;no
46;unemployed;secondary;married;no;-125;yes;no;0;no
34;blue-collar;secondary;married;no;0;no;no;0;no
28;services;secondary;married;no;5090;yes;no;0;no
38;technician;unknown;single;no;573;yes;no;0;no
56;blue-collar;secondary;married;no;1602;yes;no;0;no
41;blue-collar;primary;married;yes;-137;yes;yes;0;no
52;technician;unknown;married;no;0;no;no;0;no
54;services;secondary;married;no;193;no;no;0;no
61;retired;secondary;married;no;195;yes;yes;0;yes
53;entrepreneur;secondary;married;no;288;no;no;0;no
47;technician;secondary;married;no;19;yes;no;0;no
53;blue-collar;primary;married;no;25;yes;no;0;no
46;services;secondary;single;no;216;yes;no;0;no
39;blue-collar;primary;single;no;190;yes;yes;0;no
56;technician;secondary;single;no;99;yes;no;0;no
55;services;primary;married;no;2298;yes;no;0;no
44;management;tertiary;married;no;17;yes;no;0;no
37;technician;primary;single;no;0;yes;no;0;yes
35;blue-collar;primary;married;no;0;yes;no;0;no
55;blue-collar;secondary;single;no;840;yes;no;0;no
37;services;secondary;married;no;358;yes;no;0;no
30;technician;secondary;single;no;0;yes;no;0;no
37;blue-collar;primary;single;no;-325;yes;yes;0;yes
36;technician;secondary;married;no;-15;yes;no;0;no
38;technician;secondary;married;no;581;yes;no;0;no
41;admin.;primary;single;no;4070;yes;no;0;yes
48;retired;secondary;married;no;74;no;yes;0;no
55;services;secondary;married;no;141;yes;no;0;no
28;services;secondary;married;no;89;no;no;0;no
54;services;secondary;married;yes;0;yes;no;0;no
30;blue-collar;secondary;married;no;450;no;no;0;no
48;technician;tertiary;single;no;310;no;no;0;yes
31;self-employed;secondary;married;no;0;yes;no;0;no
38;blue-collar;secondary;married;no;384;yes;no;0;no
37;blue-collar;secondary;married;no;395;yes;no;0;no
37;services;unknown;single;no;-118;yes;no;0;no
56;blue-collar;primary;married;no;5;yes;yes;0;no
51;blue-collar;secondary;married;no;50;yes;yes;0;no
39;blue-collar;secondary;single;no;285;yes;yes;0;no
49;technician;unknown;married;no;15;no;no;0;no
51;blue-collar;primary;married;no;653;yes;yes;0;no
43;self-employed;secondary;married;no;918;yes;no;0;no
32;services;secondary;married;no;243;yes;yes;0;no
29;technician;tertiary;married;no;405;yes;no;0;no
48;management;tertiary;married;no;1328;yes;no;0;yes
55;services;primary;single;no;255;yes;no;0;no
53;blue-collar;secondary;married;no;3397;yes;no;0;no
47;technician;unknown;married;no;2106;yes;no;0;no
39;management;tertiary;married;no;2877;yes;no;0;no
31;blue-collar;tertiary;married;no;60;yes;yes;0;no
39;blue-collar;primary;married;no;2226;yes;no;0;no
40;blue-collar;primary;single;no;2880;yes;no;0;no
40;technician;unknown;married;no;-5;yes;no;0;no
48;technician;secondary;single;no;147;no;no;0;yes
33;technician;secondary;married;no;7;yes;yes;0;no
40;technician;secondary;married;no;109;yes;no;0;no
59;retired;primary;single;no;-119;yes;no;0;no
30;technician;secondary;married;no;484;yes;no;0;no
31;management;tertiary;single;no;1852;yes;no;0;no
35;unemployed;secondary;single;no;533;yes;no;0;no
54;technician;secondary;married;no;21;yes;no;0;no
34;admin.;unknown;married;no;2434;yes;no;0;no
32;technician;secondary;married;no;90;yes;yes;0;no
56;admin.;unknown;single;no;4246;yes;no;0;no
32;admin.;tertiary;single;no;395;yes;no;0;yes
42;blue-collar;primary;married;no;15;yes;no;0;no
33;services;tertiary;married;no;85;no;no;0;yes
52;entrepreneur;tertiary;single;no;-184;yes;yes;0;yes
52;services;secondary;married;no;660;no;no;0;no
52;blue-collar;primary;married;yes;-183;yes;no;0;no
30;unemployed;secondary;married;no;1144;yes;no;0;no
44;services;secondary;married;no;1;yes;no;0;no
35;admin.;secondary;married;no;69;yes;yes;0;no
55;management;secondary;married;no;220;yes;no;0;yes
33;blue-collar;primary;single;no;332;yes;no;0;no
37;blue-collar;secondary;married;no;240;yes;no;0;no
42;technician;secondary;single;no;0;yes;no;0;no
43;unemployed;secondary;single;no;0;yes;no;0;no
38;entrepreneur;tertiary;single;no;898;yes;no;0;yes
37;technician;secondary;single;no;123;yes;yes;0;no
31;student;secondary;married;no;252;yes;no;0;no
41;management;tertiary;single;no;65;yes;no;0;yes
41;technician;secondary;married;no;-366;yes;yes;0;no
29;student;secondary;married;no;209;yes;no;0;no
38;admin.;secondary;married;no;221;yes;no;0;no
44;self-employed;tertiary;married;no;4;yes;no;0;no
39;admin.;secondary;married;no;104;yes;no;0;no
28;technician;secondary;married;no;312;yes;no;0;no
33;blue-collar;secondary;married;no;-349;yes;no;0;no
41;services;unknown;single;no;4;no;no;0;no
40;blue-collar;primary;married;no;-322;yes;yes;0;no
29;admin.;secondary;single;no;-150;yes;no;0;no
38;management;unknown;married;no;1349;yes;no;0;no
32;admin.;tertiary;single;no;281;yes;no;0;no
45;services;secondary;single;no;1259;yes;no;0;no
33;admin.;secondary;single;no;101;yes;no;0;no
34;blue-collar;secondary;married;no;848;yes;no;0;no
41;entrepreneur;unknown;married;no;89;yes;no;0;no
41;blue-collar;secondary;single;no;140;yes;no;0;yes
35;admin.;secondary;single;no;148;yes;no;0;no
40;technician;secondary;married;no;200;yes;no;0;no
60;self-employed;primary;single;no;46;yes;no;0;yes
47;services;secondary;married;no;201;yes;no;0;no
46;blue-collar;primary;married;no;530;yes;no;0;no
31;blue-collar;secondary;single;no;0;yes;no;0;no
49;self-employed;secondary;married;no;1;yes;no;0;no
29;blue-collar;secondary;married;no;43;yes;no;0;no
31;management;tertiary;single;no;-173;yes;no;0;no
38;management;tertiary;married;no;389;yes;no;0;no
37;blue-collar;primary;married;no;215;yes;yes;0;no
35;technician;secondary;married;no;-131;yes;no;0;no
31;management;secondary;married;no;783;yes;no;0;no
41;admin.;secondary;married;no;0;yes;no;0;no
46;services;unknown;married;no;80;yes;no;0;no
40;services;secondary;single;no;105;yes;no;0;no
29;admin.;secondary;married;no;182;yes;yes;0;no
49;admin.;secondary;married;no;82;yes;no;0;no
42;management;tertiary;married;no;0;yes;no;0;no
54;services;secondary;married;no;510;yes;no;0;yes
40;management;tertiary;married;no;242;yes;no;0;no
53;admin.;secondary;married;no;244;yes;yes;0;no
49;management;tertiary;married;no;92;yes;no;0;no
40;blue-collar;primary;married;yes;0;yes;no;0;no
29;student;secondary;married;no;948;yes;no;0;no
36;blue-collar;primary;single;no;23;yes;no;0;yes
37;technician;secondary;married;no;710;yes;no;0;no
39;services;secondary;married;no;1205;yes;no;0;no
36;technician;secondary;married;no;368;yes;yes;0;no
44;entrepreneur;tertiary;single;no;1631;yes;no;0;no
40;admin.;secondary;married;no;6;yes;no;0;no
49;blue-collar;secondary;married;no;26;yes;no;0;no
30;technician;unknown;single;no;-48;yes;no;0;no
57;management;tertiary;married;no;2142;yes;no;0;no
24;services;secondary;married;no;77;yes;yes;0;no
46;blue-collar;unknown;married;no;401;yes;no;0;no
33;admin.;secondary;single;no;21;no;no;0;no
43;services;secondary;married;no;0;yes;no;0;no
43;admin.;secondary;single;no;-497;yes;no;0;yes
40;blue-collar;primary;married;no;369;no;no;0;no
44;technician;unknown;married;no;78;yes;no;0;no
35;technician;tertiary;married;no;226;yes;yes;0;no
47;technician;secondary;married;no;503;yes;no;0;no
33;blue-collar;secondary;married;no;372;yes;no;0;no
31;admin.;secondary;single;no;0;yes;yes;0;no
40;blue-collar;secondary;single;no;0;yes;no;0;no
36;entrepreneur;tertiary;single;no;125;yes;no;0;no
56;retired;primary;married;no;4;yes;no;0;no
40;admin.;unknown;married;no;419;yes;no;0;yes
41;admin.;secondary;married;no;322;yes;no;0;yes
53;retired;secondary;single;no;303;yes;no;0;no
39;blue-collar;secondary;married;no;607;yes;no;0;no
44;blue-collar;secondary;married;no;579;yes;no;0;no
38;admin.;secondary;married;no;3047;yes;no;0;no
54;technician;secondary;single;no;83;yes;no;0;yes
58;management;tertiary;single;no;68;yes;no;0;no
52;blue-collar;primary;single;no;58;yes;no;0;no
28;admin.;secondary;married;no;251;yes;no;0;no
36;blue-collar;secondary;married;no;688;yes;no;0;no
60;retired;primary;married;no;364;yes;no;0;no
42;services;secondary;single;no;55;yes;no;0;no
42;admin.;secondary;married;no;101;yes;no;0;no
44;management;tertiary;married;no;105;yes;no;0;no
51;blue-collar;primary;married;no;325;yes;no;0;no
49;blue-collar;primary;married;no;198;yes;no;0;no
47;entrepreneur;unknown;married;no;209;yes;no;0;no
37;blue-collar;secondary;single;no;183;yes;no;0;no
34;management;tertiary;married;no;105;yes;no;0;no
35;services;secondary;single;no;109;yes;no;0;yes
35;blue-collar;secondary;married;no;376;yes;yes;0;no
40;blue-collar;primary;married;no;-7;yes;no;0;yes
55;technician;secondary;single;no;0;no;no;0;yes
55;retired;secondary;married;no;143;yes;no;0;no
35;management;tertiary;single;no;550;yes;no;0;no
57;blue-collar;primary;married;no;162;yes;no;0;no
53;management;tertiary;married;no;115;yes;no;0;no
41;blue-collar;primary;married;no;512;yes;no;0;no
57;blue-collar;unknown;married;no;807;yes;no;0;no
45;blue-collar;unknown;single;no;248;yes;no;0;no
43;blue-collar;primary;married;no;1211;yes;no;0;no
56;self-employed;unknown;married;no;7;no;no;0;no
31;entrepreneur;tertiary;single;no;281;yes;no;0;no
37;blue-collar;secondary;married;no;88;yes;no;0;no
30;management;tertiary;married;no;32;yes;no;0;no
30;admin.;secondary;married;no;115;yes;no;0;no
54;blue-collar;secondary;single;no;254;yes;no;0;no
36;management;tertiary;married;no;144;yes;no;0;no
55;unemployed;tertiary;married;no;383;no;no;0;no
37;admin.;secondary;married;no;569;yes;yes;0;no
38;housemaid;secondary;married;no;0;yes;no;0;yes
48;admin.;secondary;married;no;3754;yes;no;0;no
55;housemaid;tertiary;married;no;6920;yes;no;0;no
59;services;secondary;single;no;307;yes;yes;0;no
37;technician;secondary;married;no;-421;yes;no;0;no
33;blue-collar;secondary;single;no;60;no;no;0;no
44;blue-collar;primary;married;no;67;yes;no;0;no
57;technician;secondary;married;no;402;yes;no;0;no
30;self-employed;tertiary;married;no;800;no;no;0;no
42;technician;tertiary;married;no;239;yes;yes;0;no
51;blue-collar;secondary;married;no;421;yes;no;0;no
44;admin.;secondary;married;no;161;yes;no;0;no
46;technician;secondary;married;yes;289;no;no;0;no
29;student;secondary;married;no;110;yes;no;0;no
39;blue-collar;primary;married;no;245;yes;no;0;no
42;services;secondary;single;no;0;yes;no;0;no
50;blue-collar;primary;single;no;156;yes;no;0;no
42;technician;secondary;single;no;0;yes;no;0;yes
39;admin.;secondary;married;no;20;yes;no;0;no
55;technician;tertiary;married;no;92;yes;no;0;no
46;services;secondary;married;no;89;yes;no;0;no
42;blue-collar;secondary;married;no;166;yes;no;0;no
45;management;tertiary;married;no;103;yes;no;0;no
43;blue-collar;primary;single;no;-454;yes;no;0;no
42;admin.;secondary;married;no;445;yes;no;0;no
30;admin.;secondary;single;no;4;no;no;0;no
47;blue-collar;secondary;single;no;1001;yes;no;0;no
51;services;secondary;married;no;-69;yes;no;0;no
38;technician;secondary;single;no;42;yes;no;0;no
57;technician;unknown;married;no;1617;yes;no;0;no
42;management;tertiary;married;no;221;yes;no;0;no
32;technician;secondary;single;no;210;yes;yes;0;no
46;management;tertiary;married;no;0;no;no;0;no
29;student;tertiary;married;no;185;yes;no;0;no
59;retired;secondary;married;no;836;yes;no;0;no
32;blue-collar;secondary;single;no;301;yes;no;0;no
44;blue-collar;primary;married;no;503;yes;no;0;no
40;retired;primary;married;no;407;yes;no;0;no
31;blue-collar;secondary;married;no;53;yes;no;0;no
46;self-employed;tertiary;married;no;2303;yes;no;0;no
43;management;tertiary;married;no;144;yes;no;0;no
34;services;secondary;single;no;205;yes;no;0;no
39;management;tertiary;single;no;305;yes;no;0;no
30;blue-collar;secondary;married;no;251;yes;yes;0;no
56;retired;secondary;single;no;0;yes;no;0;no
29;technician;secondary;married;no;8;no;no;0;no
40;blue-collar;secondary;married;no;139;yes;no;0;no
36;services;secondary;married;no;184;yes;no;0;no
37;blue-collar;secondary;single;no;238;yes;no;0;yes
35;admin.;secondary;single;no;0;no;no;0;no
35;blue-collar;primary;married;yes;0;yes;no;0;no
47;services;primary;married;no;222;yes;no;0;no
31;services;secondary;married;no;414;yes;no;0;no
56;retired;primary;married;no;223;yes;no;0;no
57;technician;secondary;single;no;197;no;no;0;no
36;blue-collar;secondary;married;no;-251;yes;no;0;no
45;self-employed;secondary;married;no;-139;yes;no;0;no
47;blue-collar;unknown;married;no;733;yes;no;0;yes
29;technician;tertiary;married;no;0;yes;no;0;no
57;services;secondary;married;no;1;no;no;0;yes
45;blue-collar;primary;married;no;97;yes;no;0;no
31;blue-collar;primary;single;no;435;yes;no;0;no
31;management;tertiary;married;no;0;yes;no;0;no
37;technician;tertiary;married;no;147;no;no;0;no
30;technician;tertiary;married;no;3;yes;no;0;no
58;services;secondary;married;no;1109;yes;yes;0;no
33;services;secondary;married;no;404;yes;no;0;no
39;blue-collar;primary;single;no;981;yes;no;0;no
33;blue-collar;primary;single;no;95;yes;no;0;no
34;services;secondary;married;no;302;yes;no;0;no
36;services;secondary;married;no;-290;yes;yes;0;no
37;services;secondary;married;no;259;yes;no;0;no
35;blue-collar;secondary;married;no;527;yes;yes;0;no
55;retired;secondary;single;no;102;yes;no;0;no
34;management;tertiary;married;no;872;yes;no;0;no
40;management;tertiary;single;no;490;yes;no;0;no
42;blue-collar;primary;married;no;19;yes;no;0;no
37;blue-collar;secondary;married;no;16;yes;no;0;no
42;management;tertiary;single;no;386;yes;no;0;yes
35;technician;secondary;married;no;539;yes;no;0;no
44;technician;secondary;married;no;-329;yes;no;0;no
30;services;secondary;married;no;-174;yes;no;0;no
45;entrepreneur;secondary;married;no;68;yes;no;0;no
35;blue-collar;unknown;married;yes;-532;yes;no;0;no
36;admin.;secondary;married;no;0;yes;no;0;no
49;blue-collar;secondary;married;no;64;yes;no;0;yes
31;blue-collar;secondary;married;no;1415;yes;no;0;no
31;technician;secondary;single;no;147;yes;no;0;no
39;blue-collar;secondary;married;no;72;yes;no;0;no
37;services;secondary;single;no;-196;yes;no;0;no
33;blue-collar;primary;married;no;716;yes;no;0;no
37;management;tertiary;married;no;0;yes;no;0;no
42;services;secondary;married;no;-246;yes;no;0;no
56;blue-collar;secondary;single;no;-203;yes;no;0;no
37;admin.;secondary;married;no;245;yes;yes;0;no
36;services;secondary;single;no;342;yes;no;0;no
29;technician;tertiary;single;no;3;yes;no;0;no
54;management;tertiary;married;yes;-248;yes;yes;0;no
38;blue-collar;secondary;married;no;376;yes;no;0;no
43;blue-collar;secondary;married;no;370;yes;no;0;no
47;admin.;secondary;married;no;594;yes;no;0;no
47;blue-collar;secondary;single;no;387;yes;no;0;no
38;services;secondary;single;no;208;yes;no;0;no
40;blue-collar;secondary;single;no;563;yes;no;0;yes
33;services;secondary;married;no;392;yes;yes;0;no
33;retired;secondary;single;no;165;no;no;0;no
53;admin.;unknown;married;no;236;yes;no;0;no
37;services;primary;single;no;52;yes;no;0;no
40;management;tertiary;single;no;1265;yes;no;0;no
37;blue-collar;primary;married;no;693;yes;no;0;no
35;technician;secondary;single;no;118;yes;no;0;no
49;blue-collar;primary;single;no;3659;yes;no;0;no
26;blue-collar;secondary;single;no;24;yes;no;0;no
38;management;tertiary;married;no;673;yes;no;0;no
52;self-employed;secondary;married;no;273;no;no;0;no
33;services;secondary;married;no;327;yes;no;0;no
31;admin.;secondary;single;no;299;yes;no;0;no
32;blue-collar;secondary;married;no;0;yes;no;0;no
35;blue-collar;primary;married;no;109;yes;no;0;no
55;management;tertiary;married;no;552;no;no;0;no
32;blue-collar;primary;single;no;473;yes;no;0;no
37;unknown;unknown;single;no;414;yes;no;0;no
45;blue-collar;secondary;married;no;154;yes;no;0;no
31;technician;secondary;single;no;344;yes;no;0;no
38;admin.;secondary;married;no;8;yes;no;0;no
37;services;secondary;married;no;78;yes;no;0;no
38;blue-collar;secondary;married;no;266;yes;no;0;no
33;housemaid;tertiary;married;no;98;yes;yes;0;no
38;blue-collar;primary;married;no;83;yes;no;0;no
37;management;tertiary;married;yes;45;yes;no;0;yes
29;unemployed;tertiary;married;no;8;yes;no;0;no
42;management;tertiary;married;no;263;yes;no;0;no
40;blue-collar;secondary;single;no;306;yes;no;0;no
32;management;tertiary;single;no;233;yes;no;0;yes
47;management;tertiary;married;no;447;no;yes;0;no
29;student;secondary;married;no;872;yes;no;0;no
53;services;primary;married;no;-291;yes;yes;0;no
31;services;tertiary;single;no;309;yes;yes;0;no
59;blue-collar;secondary;married;no;202;yes;no;0;no
29;entrepreneur;primary;married;no;56;yes;yes;0;no
59;blue-collar;primary;married;no;229;yes;yes;0;no
44;blue-collar;primary;married;no;143;yes;no;0;no
38;admin.;secondary;married;no;100;yes;no;0;no
49;admin.;secondary;married;no;326;yes;no;0;yes
43;blue-collar;secondary;single;no;167;yes;no;0;no
52;admin.;secondary;married;no;545;yes;no;0;no
40;admin.;secondary;married;no;2100;yes;yes;0;no
32;services;secondary;married;no;0;yes;yes;0;no
47;admin.;primary;married;no;192;yes;no;0;no
33;management;tertiary;single;no;442;yes;no;0;no
35;management;tertiary;married;no;267;yes;no;0;no
27;services;secondary;single;no;0;yes;no;0;no
50;blue-collar;primary;single;no;377;yes;no;0;no
44;retired;secondary;married;no;7624;no;no;0;no
43;self-employed;primary;single;no;66;yes;no;0;no
51;blue-collar;unknown;married;no;37;yes;no;0;no
32;admin.;secondary;married;no;64;yes;no;0;no
47;management;tertiary;single;no;34;yes;no;0;no
